日期	收盘	开盘	高	低	百分比变化
2010年9月28日	6.6929	6.6915	6.6981	6.6911	0.02%
2010年9月27日	6.6917	6.7042	6.7067	6.6864	-0.18%
2010年9月24日	6.7040	6.7050	6.7050	6.7040	-0.04%
2010年9月23日	6.7066	6.7038	6.7066	6.7038	0.04%
2010年9月22日	6.7040	6.7050	6.7050	6.7040	-0.04%
2010年9月21日	6.7066	6.7132	6.7132	6.6986	-0.11%
2010年9月20日	6.7140	6.7234	6.7258	6.7088	-0.15%
2010年9月17日	6.7241	6.7256	6.7316	6.7191	-0.01%
2010年9月16日	6.7250	6.7405	6.7405	6.7240	-0.21%
2010年9月15日	6.7390	6.7465	6.7473	6.7310	-0.07%
2010年9月14日	6.7440	6.7605	6.7605	6.7430	-0.24%
2010年9月13日	6.7600	6.7681	6.7681	6.7552	-0.14%
2010年9月10日	6.7697	6.7820	6.7833	6.7631	-0.19%
2010年9月9日	6.7828	6.7938	6.7947	6.7805	-0.17%
2010年9月8日	6.7942	6.7887	6.7982	6.7887	0.04%
2010年9月7日	6.7914	6.7873	6.7925	6.7806	0.06%
2010年9月6日	6.7873	6.8015	6.8015	6.7836	-0.21%
2010年9月3日	6.8014	6.8056	6.8071	6.7992	-0.09%
2010年9月2日	6.8077	6.8082	6.8182	6.7992	-0.05%
2010年9月1日	6.8109	6.8077	6.8132	6.8047	0.05%
2010年8月31日	6.8075	6.8026	6.8120	6.8026	0.07%
2010年8月30日	6.8030	6.7965	6.8060	6.7965	0.07%
2010年8月27日	6.7980	6.7988	6.8012	6.7958	-0.03%
2010年8月26日	6.7999	6.7970	6.8026	6.7961	0.00%
2010年8月25日	6.7996	6.7961	6.8003	6.7941	0.04%
2010年8月24日	6.7969	6.7983	6.8013	6.7957	-0.05%
2010年8月23日	6.8000	6.7890	6.8003	6.7890	0.14%
2010年8月20日	6.7908	6.7898	6.7912	6.7867	0.01%
2010年8月19日	6.7899	6.7897	6.7925	6.7866	-0.03%
2010年8月18日	6.7919	6.7913	6.7937	6.7864	-0.01%
2010年8月17日	6.7923	6.8018	6.8041	6.7908	-0.17%
2010年8月16日	6.8041	6.7948	6.8072	6.7934	0.12%
2010年8月13日	6.7961	6.7865	6.8005	6.7865	0.17%
2010年8月12日	6.7848	6.7735	6.7935	6.7732	0.15%
2010年8月11日	6.7749	6.7711	6.7755	6.7711	0.04%
2010年8月10日	6.7722	6.7662	6.7753	6.7662	0.07%
2010年8月9日	6.7674	6.7679	6.7684	6.7632	-0.01%
2010年8月6日	6.7683	6.7708	6.7728	6.7662	-0.05%
2010年8月5日	6.7715	6.7715	6.7771	6.7700	-0.01%
2010年8月4日	6.7725	6.7725	6.7755	6.7710	-0.01%
2010年8月3日	6.7733	6.7740	6.7756	6.7693	-0.01%
2010年8月2日	6.7743	6.7737	6.7753	6.7692	0.00%
2010年7月30日	6.7740	6.7758	6.7758	6.7701	-0.03%
2010年7月29日	6.7763	6.7768	6.7799	6.7735	-0.03%
2010年7月28日	6.7782	6.7773	6.7812	6.7758	-0.00%
2010年7月27日	6.7783	6.7785	6.7806	6.7732	-0.01%
2010年7月26日	6.7791	6.7789	6.7814	6.7767	-0.02%
2010年7月23日	6.7804	6.7780	6.7804	6.7752	0.01%
2010年7月22日	6.7797	6.7758	6.7826	6.7758	0.04%
2010年7月21日	6.7770	6.7771	6.7801	6.7752	-0.02%
2010年7月20日	6.7783	6.7772	6.7819	6.7753	0.00%
2010年7月19日	6.7782	6.7732	6.7827	6.7732	0.04%
2010年7月16日	6.7752	6.7767	6.7776	6.7716	-0.04%
2010年7月15日	6.7781	6.7742	6.7781	6.7717	0.10%
2010年7月14日	6.7716	6.7727	6.7760	6.7716	-0.01%
2010年7月13日	6.7722	6.7707	6.7784	6.7707	0.02%
2010年7月12日	6.7710	6.7716	6.7756	6.7701	-0.03%
2010年7月9日	6.7729	6.7763	6.7769	6.7706	-0.05%
2010年7月8日	6.7763	6.7763	6.7788	6.7745	-0.02%
2010年7月7日	6.7774	6.7789	6.7805	6.7742	-0.05%
2010年7月6日	6.7805	6.7739	6.7809	6.7729	0.07%
2010年7月5日	6.7758	6.7696	6.7761	6.7673	0.06%
2010年7月2日	6.7716	6.7807	6.7816	6.7695	-0.14%
2010年7月1日	6.7810	6.7807	6.7837	6.7800	-0.01%
2010年6月30日	6.7817	6.7957	6.7979	6.7797	-0.24%
2010年6月29日	6.7979	6.7936	6.8000	6.7932	0.02%
2010年6月28日	6.7965	6.7900	6.7965	6.7890	0.06%
2010年6月25日	6.7921	6.8002	6.7972	6.7862	-0.11%
2010年6月24日	6.7996	6.8095	6.8149	6.7985	-0.18%
2010年6月23日	6.8121	6.8102	6.8134	6.8072	-0.02%
2010年6月22日	6.8133	6.7961	6.8229	6.7921	0.24%
2010年6月21日	6.7971	6.8262	6.8287	6.7957	-0.44%
2010年6月18日	6.8272	6.8296	6.8306	6.8260	-0.03%
2010年6月17日	6.8293	6.8325	6.8325	6.8277	-0.06%
2010年6月16日	6.8333	6.8320	6.8333	6.8320	0.00%
2010年6月15日	6.8333	6.8320	6.8333	6.8320	0.00%
2010年6月14日	6.8333	6.8320	6.8333	6.8320	0.01%
2010年6月11日	6.8323	6.8310	6.8331	6.8277	0.02%
2010年6月10日	6.8307	6.8277	6.8312	6.8262	0.03%
2010年6月9日	6.8285	6.8288	6.8308	6.8275	-0.01%
2010年6月8日	6.8294	6.8300	6.8323	6.8279	-0.04%
2010年6月7日	6.8323	6.8281	6.8323	6.8276	0.05%
2010年6月4日	6.8287	6.8276	6.8301	6.8261	0.00%
2010年6月3日	6.8284	6.8284	6.8321	6.8274	-0.02%
2010年6月2日	6.8298	6.8303	6.8303	6.8298	0.02%
2010年6月1日	6.8287	6.8283	6.8320	6.8272	0.01%
2010年5月31日	6.8278	6.8296	6.8312	6.8260	-0.04%
2010年5月28日	6.8308	6.8298	6.8317	6.8277	0.02%
2010年5月27日	6.8296	6.8290	6.8316	6.8275	0.00%
2010年5月26日	6.8293	6.8286	6.8316	6.8277	-0.03%
2010年5月25日	6.8313	6.8277	6.8324	6.8272	0.04%
2010年5月24日	6.8287	6.8271	6.8287	6.8261	0.04%
2010年5月21日	6.8262	6.8270	6.8278	6.8262	-0.02%
2010年5月20日	6.8278	6.8269	6.8280	6.8264	0.01%
2010年5月19日	6.8274	6.8270	6.8286	6.8265	0.00%
2010年5月18日	6.8274	6.8269	6.8281	6.8259	-0.00%
2010年5月17日	6.8277	6.8262	6.8286	6.8262	0.01%
2010年5月14日	6.8268	6.8278	6.8283	6.8260	-0.02%
2010年5月13日	6.8279	6.8275	6.8285	6.8262	0.00%
2010年5月12日	6.8277	6.8278	6.8296	6.8262	-0.02%
2010年5月11日	6.8290	6.8262	6.8296	6.8260	0.04%
2010年5月10日	6.8266	6.8253	6.8269	6.8253	0.01%
2010年5月7日	6.8257	6.8260	6.8281	6.8253	-0.01%
2010年5月6日	6.8266	6.8258	6.8270	6.8254	0.00%
2010年5月5日	6.8263	6.8258	6.8270	6.8255	-0.00%
2010年5月4日	6.8265	6.8250	6.8273	6.8240	0.02%
2010年5月3日	6.8250	6.8250	6.8250	6.8250	-0.00%
2010年4月30日	6.8252	6.8258	6.8268	6.8250	-0.01%
2010年4月29日	6.8259	6.8245	6.8262	6.8245	0.01%
2010年4月28日	6.8250	6.8253	6.8276	6.8250	-0.01%
2010年4月27日	6.8257	6.8258	6.8278	6.8248	-0.01%
2010年4月26日	6.8267	6.8261	6.8278	6.8251	-0.01%
2010年4月23日	6.8275	6.8268	6.8305	6.8255	0.02%
2010年4月22日	6.8264	6.8256	6.8276	6.8251	-0.02%
2010年4月21日	6.8276	6.8248	6.8278	6.8248	0.03%
2010年4月20日	6.8254	6.8254	6.8266	6.8249	-0.01%
2010年4月19日	6.8262	6.8247	6.8274	6.8247	0.01%
2010年4月16日	6.8255	6.8255	6.8264	6.8249	-0.01%
2010年4月15日	6.8261	6.8254	6.8263	6.8250	0.00%
2010年4月14日	6.8258	6.8250	6.8266	6.8245	0.00%
2010年4月13日	6.8256	6.8262	6.8271	6.8250	-0.00%
2010年4月12日	6.8257	6.8230	6.8263	6.8230	0.03%
2010年4月9日	6.8234	6.8240	6.8260	6.8230	-0.01%
2010年4月8日	6.8241	6.8249	6.8264	6.8232	-0.02%
2010年4月7日	6.8255	6.8256	6.8263	6.8245	0.00%
2010年4月6日	6.8255	6.8254	6.8268	6.8254	-0.00%
2010年4月5日	6.8256	6.8250	6.8256	6.8250	0.00%
2010年4月2日	6.8256	6.8256	6.8268	6.8250	-0.01%
2010年4月1日	6.8264	6.8253	6.8276	6.8252	0.01%
2010年3月31日	6.8259	6.8251	6.8265	6.8251	0.00%
2010年3月30日	6.8258	6.8258	6.8270	6.8251	-0.01%
2010年3月29日	6.8264	6.8263	6.8283	6.8255	-0.01%
2010年3月26日	6.8270	6.8272	6.8292	6.8259	-0.00%
2010年3月25日	6.8271	6.8262	6.8277	6.8260	0.01%
2010年3月24日	6.8266	6.8258	6.8275	6.8258	0.00%
2010年3月23日	6.8263	6.8266	6.8267	6.8258	-0.00%
2010年3月22日	6.8266	6.8254	6.8274	6.8254	0.00%
2010年3月19日	6.8266	6.8254	6.8266	6.8254	0.01%
2010年3月18日	6.8262	6.8261	6.8270	6.8255	0.00%
2010年3月17日	6.8260	6.8260	6.8265	6.8251	0.00%
2010年3月16日	6.8260	6.8262	6.8269	6.8255	-0.00%
2010年3月15日	6.8261	6.8249	6.8267	6.8249	0.01%
2010年3月12日	6.8256	6.8261	6.8270	6.8249	-0.03%
2010年3月11日	6.8276	6.8263	6.8283	6.8260	0.02%
2010年3月10日	6.8259	6.8263	6.8264	6.8254	-0.01%
2010年3月9日	6.8263	6.8264	6.8278	6.8255	0.00%
2010年3月8日	6.8263	6.8261	6.8269	6.8255	-0.00%
2010年3月5日	6.8265	6.8262	6.8274	6.8260	0.00%
2010年3月4日	6.8263	6.8263	6.8274	6.8256	0.01%
2010年3月3日	6.8258	6.8266	6.8285	6.8251	-0.01%
2010年3月2日	6.8266	6.8264	6.8305	6.8256	0.00%
2010年3月1日	6.8264	6.8254	6.8269	6.8254	0.00%
2010年2月26日	6.8261	6.8270	6.8275	6.8255	-0.01%
2010年2月25日	6.8268	6.8263	6.8275	6.8260	-0.00%
2010年2月24日	6.8270	6.8267	6.8275	6.8260	-0.01%
2010年2月23日	6.8277	6.8274	6.8330	6.8265	0.00%
2010年2月22日	6.8274	6.8305	6.8315	6.8265	-0.02%
2010年2月19日	6.8291	6.8300	6.8300	6.8291	-0.06%
2010年2月18日	6.8331	6.8331	6.8331	6.8331	-0.00%
2010年2月17日	6.8334	6.8334	6.8334	6.8334	0.00%
2010年2月16日	6.8334	6.8334	6.8334	6.8334	0.00%
2010年2月15日	6.8334	6.8334	6.8334	6.8334	0.00%
2010年2月12日	6.8334	6.8354	6.8354	6.8296	-0.01%
2010年2月11日	6.8338	6.8312	6.8356	6.8230	0.08%
2010年2月10日	6.8285	6.8272	6.8330	6.8261	0.02%
2010年2月9日	6.8268	6.8258	6.8270	6.8258	0.00%
2010年2月8日	6.8266	6.8267	6.8274	6.8258	-0.03%
2010年2月5日	6.8285	6.8279	6.8290	6.8260	0.00%
2010年2月4日	6.8285	6.8265	6.8285	6.8245	0.02%
2010年2月3日	6.8270	6.8275	6.8282	6.8248	-0.00%
2010年2月2日	6.8271	6.8266	6.8276	6.8241	0.00%
2010年2月1日	6.8270	6.8271	6.8285	6.8270	0.00%
2010年1月29日	6.8269	6.8270	6.8270	6.8260	0.00%
2010年1月28日	6.8269	6.8262	6.8270	6.8260	-0.01%
2010年1月27日	6.8278	6.8271	6.8280	6.8270	0.02%
2010年1月26日	6.8266	6.8274	6.8275	6.8264	-0.00%
2010年1月25日	6.8269	6.8270	6.8270	6.8258	-0.00%
2010年1月22日	6.8270	6.8267	6.8270	6.8255	0.00%
2010年1月21日	6.8269	6.8271	6.8274	6.8258	-0.00%
2010年1月20日	6.8270	6.8274	6.8289	6.8266	-0.01%
2010年1月19日	6.8278	6.8280	6.8288	6.8265	0.01%
2010年1月18日	6.8268	6.8277	6.8285	6.8261	-0.00%
2010年1月15日	6.8270	6.8274	6.8274	6.8255	0.00%
2010年1月14日	6.8270	6.8273	6.8279	6.8259	-0.04%
2010年1月13日	6.8298	6.8273	6.8298	6.8254	0.04%
2010年1月12日	6.8270	6.8236	6.8276	6.8236	0.01%
2010年1月11日	6.8263	6.8269	6.8285	6.8251	-0.02%
2010年1月8日	6.8276	6.8278	6.8285	6.8260	-0.01%
2010年1月7日	6.8281	6.8269	6.8282	6.8258	0.00%
2010年1月6日	6.8278	6.8277	6.8291	6.8267	0.01%
2010年1月5日	6.8268	6.8283	6.8288	6.8257	-0.02%
2010年1月4日	6.8285	6.8297	6.8297	6.8270	0.02%
2010年1月1日	6.8270	6.8270	6.8270	6.8270	0.00%
2009年12月31日	6.8270	6.8251	6.8301	6.8245	0.02%
2009年12月30日	6.8255	6.8296	6.8311	6.8248	-0.05%
2009年12月29日	6.8292	6.8287	6.8318	6.8272	-0.01%
2009年12月28日	6.8302	6.8268	6.8327	6.8264	0.04%
2009年12月25日	6.8274	6.8276	6.8290	6.8266	-0.01%
2009年12月24日	6.8280	6.8284	6.8294	6.8278	-0.01%
2009年12月23日	6.8285	6.8276	6.8293	6.8273	0.00%
2009年12月22日	6.8285	6.8279	6.8292	6.8274	0.00%
2009年12月21日	6.8285	6.8275	6.8286	6.8270	0.01%
2009年12月18日	6.8281	6.8278	6.8290	6.8267	-0.02%
2009年12月17日	6.8296	6.8280	6.8301	6.8280	0.02%
2009年12月16日	6.8279	6.8291	6.8291	6.8266	0.01%
2009年12月15日	6.8275	6.8280	6.8295	6.8267	-0.01%
2009年12月14日	6.8281	6.8267	6.8311	6.8267	0.01%
2009年12月11日	6.8276	6.8273	6.8289	6.8266	0.00%
2009年12月10日	6.8276	6.8279	6.8304	6.8265	0.00%
2009年12月9日	6.8276	6.8269	6.8293	6.8256	0.00%
2009年12月8日	6.8276	6.8292	6.8293	6.8261	-0.03%
2009年12月7日	6.8294	6.8267	6.8310	6.8264	0.04%
2009年12月4日	6.8266	6.8275	6.8285	6.8262	-0.01%
2009年12月3日	6.8270	6.8263	6.8275	6.8254	0.00%
2009年12月2日	6.8270	6.8270	6.8281	6.8259	-0.01%
2009年12月1日	6.8280	6.8281	6.8287	6.8262	0.01%
2009年11月30日	6.8275	6.8285	6.8295	6.8265	-0.01%
2009年11月27日	6.8284	6.8277	6.8321	6.8270	-0.01%
2009年11月26日	6.8290	6.8305	6.8305	6.8261	0.02%
2009年11月25日	6.8273	6.8281	6.8294	6.8263	-0.03%
2009年11月24日	6.8295	6.8311	6.8312	6.8270	0.02%
2009年11月23日	6.8280	6.8281	6.8334	6.8270	0.00%
2009年11月20日	6.8278	6.8277	6.8287	6.8261	-0.01%
2009年11月19日	6.8285	6.8271	6.8305	6.8262	0.02%
2009年11月18日	6.8270	6.8266	6.8277	6.8254	0.01%
2009年11月17日	6.8265	6.8275	6.8278	6.8260	-0.01%
2009年11月16日	6.8270	6.8287	6.8287	6.8253	0.01%
2009年11月13日	6.8263	6.8261	6.8283	6.8253	-0.01%
2009年11月12日	6.8268	6.8252	6.8270	6.8252	0.01%
2009年11月11日	6.8259	6.8262	6.8279	6.8249	-0.01%
2009年11月10日	6.8266	6.8274	6.8296	6.8266	-0.01%
2009年11月9日	6.8270	6.8276	6.8293	6.8262	-0.01%
2009年11月6日	6.8274	6.8277	6.8292	6.8267	-0.00%
2009年11月5日	6.8276	6.8270	6.8291	6.8269	0.01%
2009年11月4日	6.8270	6.8276	6.8289	6.8264	-0.01%
2009年11月3日	6.8279	6.8272	6.8285	6.8265	0.00%
2009年11月2日	6.8279	6.8280	6.8304	6.8277	0.01%
2009年10月30日	6.8275	6.8282	6.8306	6.8273	-0.01%
2009年10月29日	6.8280	6.8286	6.8317	6.8279	-0.00%
2009年10月28日	6.8282	6.8297	6.8308	6.8279	-0.02%
2009年10月27日	6.8294	6.8281	6.8352	6.8272	0.02%
2009年10月26日	6.8277	6.8274	6.8286	6.8266	-0.01%
2009年10月23日	6.8285	6.8297	6.8297	6.8265	-0.01%
2009年10月22日	6.8290	6.8276	6.8297	6.8257	0.02%
2009年10月21日	6.8274	6.8258	6.8281	6.8258	0.01%
2009年10月20日	6.8266	6.8278	6.8280	6.8259	-0.00%
2009年10月19日	6.8268	6.8257	6.8280	6.8256	0.00%
2009年10月16日	6.8268	6.8269	6.8280	6.8248	-0.01%
2009年10月15日	6.8275	6.8255	6.8289	6.8239	0.02%
2009年10月14日	6.8263	6.8262	6.8283	6.8243	-0.00%
2009年10月13日	6.8266	6.8233	6.8279	6.8228	0.05%
2009年10月12日	6.8233	6.8255	6.8282	6.8226	-0.03%
2009年10月9日	6.8255	6.8264	6.8282	6.8245	-0.01%
2009年10月8日	6.8265	6.8265	6.8265	6.8265	0.00%
2009年10月7日	6.8265	6.8265	6.8265	6.8265	0.00%
2009年10月6日	6.8265	6.8268	6.8268	6.8265	0.00%
2009年10月5日	6.8265	6.8268	6.8268	6.8265	0.00%
2009年10月2日	6.8265	6.8268	6.8268	6.8265	0.00%
2009年10月1日	6.8265	6.8265	6.8265	6.8265	0.00%
2009年9月30日	6.8265	6.8280	6.8288	6.8259	-0.02%
2009年9月29日	6.8280	6.8279	6.8288	6.8258	0.01%
2009年9月28日	6.8270	6.8278	6.8292	6.8261	-0.02%
2009年9月25日	6.8285	6.8292	6.8305	6.8266	0.02%
2009年9月24日	6.8268	6.8266	6.8287	6.8261	0.01%
2009年9月23日	6.8262	6.8262	6.8282	6.8246	-0.01%
2009年9月22日	6.8270	6.8281	6.8306	6.8255	-0.03%
2009年9月21日	6.8289	6.8272	6.8296	6.8272	0.01%
2009年9月18日	6.8281	6.8261	6.8298	6.8261	0.02%
2009年9月17日	6.8265	6.8248	6.8281	6.8248	0.02%
2009年9月16日	6.8252	6.8295	6.8295	6.8250	-0.05%
2009年9月15日	6.8289	6.8275	6.8294	6.8274	0.00%
2009年9月14日	6.8289	6.8287	6.8300	6.8276	0.01%
2009年9月11日	6.8285	6.8285	6.8298	6.8267	-0.01%
2009年9月10日	6.8293	6.8284	6.8295	6.8270	0.01%
2009年9月9日	6.8288	6.8295	6.8295	6.8267	0.02%
2009年9月8日	6.8276	6.8289	6.8309	6.8272	-0.02%
2009年9月7日	6.8290	6.8298	6.8315	6.8281	-0.01%
2009年9月4日	6.8298	6.8303	6.8316	6.8294	-0.01%
2009年9月3日	6.8306	6.8312	6.8335	6.8301	-0.00%
2009年9月2日	6.8308	6.8300	6.8323	6.8300	0.01%
2009年9月1日	6.8302	6.8310	6.8317	6.8299	-0.00%
2009年8月31日	6.8304	6.8305	6.8320	6.8298	0.00%
2009年8月28日	6.8301	6.8306	6.8317	6.8296	-0.02%
2009年8月27日	6.8318	6.8307	6.8326	6.8307	0.01%
2009年8月26日	6.8312	6.8321	6.8327	6.8308	-0.00%
2009年8月25日	6.8315	6.8310	6.8323	6.8307	0.00%
2009年8月24日	6.8312	6.8312	6.8318	6.8301	-0.00%
2009年8月21日	6.8314	6.8309	6.8322	6.8302	-0.01%
2009年8月20日	6.8318	6.8337	6.8341	6.8304	-0.03%
2009年8月19日	6.8341	6.8326	6.8355	6.8320	0.00%
2009年8月18日	6.8339	6.8355	6.8362	6.8331	-0.03%
2009年8月17日	6.8362	6.8329	6.8369	6.8319	0.03%
2009年8月14日	6.8344	6.8331	6.8353	6.8318	0.01%
2009年8月13日	6.8336	6.8342	6.8352	6.8328	-0.02%
2009年8月12日	6.8351	6.8343	6.8359	6.8339	-0.01%
2009年8月11日	6.8361	6.8352	6.8367	6.8345	0.03%
2009年8月10日	6.8343	6.8322	6.8356	6.8322	0.04%
2009年8月7日	6.8318	6.8307	6.8324	6.8306	0.01%
2009年8月6日	6.8313	6.8306	6.8314	6.8293	0.01%
2009年8月5日	6.8308	6.8302	6.8314	6.8293	-0.01%
2009年8月4日	6.8312	6.8310	6.8318	6.8301	-0.01%
2009年8月3日	6.8318	6.8315	6.8323	6.8307	-0.00%
2009年7月31日	6.8321	6.8326	6.8326	6.8306	-0.00%
2009年7月30日	6.8323	6.8308	6.8337	6.8306	0.01%
2009年7月29日	6.8315	6.8303	6.8321	6.8298	0.01%
2009年7月28日	6.8307	6.8309	6.8316	6.8298	-0.01%
2009年7月27日	6.8312	6.8305	6.8316	6.8302	-0.00%
2009年7月24日	6.8314	6.8306	6.8321	6.8297	0.01%
2009年7月23日	6.8309	6.8301	6.8317	6.8295	0.00%
2009年7月22日	6.8307	6.8301	6.8322	6.8295	-0.00%
2009年7月21日	6.8310	6.8320	6.8326	6.8306	0.00%
2009年7月20日	6.8308	6.8321	6.8329	6.8304	-0.01%
2009年7月17日	6.8314	6.8310	6.8324	6.8304	0.00%
2009年7月16日	6.8312	6.8308	6.8322	6.8304	-0.01%
2009年7月15日	6.8317	6.8327	6.8339	6.8307	-0.02%
2009年7月14日	6.8329	6.8316	6.8338	6.8307	0.00%
2009年7月13日	6.8328	6.8318	6.8339	6.8309	0.00%
2009年7月10日	6.8327	6.8312	6.8329	6.8302	0.01%
2009年7月9日	6.8318	6.8326	6.8341	6.8311	-0.01%
2009年7月8日	6.8328	6.8325	6.8345	6.8320	0.00%
2009年7月7日	6.8328	6.8337	6.8346	6.8316	-0.02%
2009年7月6日	6.8344	6.8319	6.8351	6.8317	0.03%
2009年7月3日	6.8325	6.8315	6.8335	6.8306	0.02%
2009年7月2日	6.8314	6.8306	6.8331	6.8300	-0.04%
2009年7月1日	6.8341	6.8318	6.8344	6.8316	0.05%
2009年6月30日	6.8305	6.8313	6.8343	6.8298	-0.04%
2009年6月29日	6.8335	6.8312	6.8356	6.8312	0.00%
2009年6月26日	6.8335	6.8330	6.8358	6.8330	-0.02%
2009年6月25日	6.8346	6.8333	6.8351	6.8323	0.02%
2009年6月24日	6.8332	6.8335	6.8350	6.8328	-0.02%
2009年6月23日	6.8347	6.8341	6.8379	6.8341	-0.01%
2009年6月22日	6.8355	6.8370	6.8381	6.8328	-0.01%
2009年6月19日	6.8363	6.8328	6.8396	6.8323	0.02%
2009年6月18日	6.8347	6.8358	6.8364	6.8309	-0.03%
2009年6月17日	6.8369	6.8346	6.8407	6.8323	0.04%
2009年6月16日	6.8340	6.8362	6.8382	6.8312	-0.03%
2009年6月15日	6.8363	6.8332	6.8397	6.8330	0.01%
2009年6月12日	6.8354	6.8346	6.8358	6.8321	-0.02%
2009年6月11日	6.8369	6.8316	6.8388	6.8311	0.05%
2009年6月10日	6.8332	6.8347	6.8347	6.8302	-0.03%
2009年6月9日	6.8354	6.8361	6.8369	6.8328	-0.03%
2009年6月8日	6.8373	6.8327	6.8377	6.8327	0.06%
2009年6月5日	6.8331	6.8312	6.8346	6.8306	-0.00%
2009年6月4日	6.8333	6.8302	6.8345	6.8293	0.04%
2009年6月3日	6.8308	6.8254	6.8308	6.8254	0.00%
2009年6月2日	6.8308	6.8247	6.8317	6.8247	0.06%
2009年6月1日	6.8266	6.8253	6.8298	6.8253	-0.02%
2009年5月29日	6.8283	6.8283	6.8283	6.8283	0.00%
2009年5月28日	6.8283	6.8283	6.8283	6.8283	0.00%
2009年5月27日	6.8283	6.8224	6.8375	6.8224	-0.07%
2009年5月26日	6.8328	6.8284	6.8328	6.8252	0.13%
2009年5月25日	6.8239	6.8227	6.8239	6.8217	0.01%
2009年5月22日	6.8232	6.8225	6.8253	6.8220	-0.02%
2009年5月21日	6.8247	6.8226	6.8247	6.8222	-0.00%
2009年5月20日	6.8250	6.8250	6.8253	6.8227	0.01%
2009年5月19日	6.8246	6.8247	6.8266	6.8229	-0.04%
2009年5月18日	6.8270	6.8246	6.8272	6.8236	0.03%
2009年5月15日	6.8250	6.8240	6.8277	6.8240	0.00%
2009年5月14日	6.8247	6.8207	6.8256	6.8176	0.03%
2009年5月13日	6.8225	6.8205	6.8235	6.8198	0.01%
2009年5月12日	6.8215	6.8225	6.8258	6.8156	-0.03%
2009年5月11日	6.8236	6.8205	6.8245	6.8125	0.03%
2009年5月8日	6.8214	6.8225	6.8234	6.8180	-0.00%
2009年5月7日	6.8215	6.8225	6.8242	6.8181	0.05%
2009年5月6日	6.8181	6.8180	6.8245	6.8180	-0.02%
2009年5月5日	6.8193	6.8208	6.8217	6.8110	-0.05%
2009年5月4日	6.8224	6.8226	6.8241	6.8135	0.06%
2009年5月1日	6.8185	6.8185	6.8185	6.8185	0.00%
2009年4月30日	6.8185	6.8228	6.8318	6.8180	-0.09%
2009年4月29日	6.8245	6.8252	6.8262	6.8189	-0.03%
2009年4月28日	6.8268	6.8253	6.8280	6.8216	-0.01%
2009年4月27日	6.8272	6.8272	6.8329	6.8206	0.01%
2009年4月24日	6.8265	6.8295	6.8342	6.8186	-0.00%
2009年4月23日	6.8268	6.8277	6.8308	6.8248	-0.05%
2009年4月22日	6.8299	6.8300	6.8332	6.8233	0.06%
2009年4月21日	6.8259	6.8322	6.8347	6.8259	-0.11%
2009年4月20日	6.8336	6.8325	6.8348	6.8289	0.01%
2009年4月17日	6.8326	6.8316	6.8338	6.8246	0.01%
2009年4月16日	6.8321	6.8325	6.8334	6.8272	-0.01%
2009年4月15日	6.8325	6.8304	6.8349	6.8250	0.00%
2009年4月14日	6.8323	6.8334	6.8355	6.8223	-0.04%
2009年4月13日	6.8353	6.8332	6.8357	6.8309	0.02%
2009年4月10日	6.8337	6.8329	6.8413	6.8284	-0.01%
2009年4月9日	6.8345	6.8345	6.8363	6.8259	-0.01%
2009年4月8日	6.8355	6.8350	6.8385	6.8285	-0.01%
2009年4月7日	6.8365	6.8353	6.8380	6.8299	0.02%
2009年4月6日	6.8348	6.8348	6.8348	6.8348	0.00%
2009年4月3日	6.8348	6.8320	6.8373	6.8290	0.00%
2009年4月2日	6.8345	6.8345	6.8355	6.8289	0.00%
2009年4月1日	6.8342	6.8319	6.8352	6.8282	0.01%
2009年3月31日	6.8334	6.8350	6.8383	6.8315	-0.05%
2009年3月30日	6.8366	6.8331	6.8391	6.8294	0.07%
2009年3月27日	6.8315	6.8325	6.8330	6.8305	-0.01%
2009年3月26日	6.8322	6.8292	6.8326	6.8279	0.02%
2009年3月25日	6.8309	6.8281	6.8335	6.8250	0.02%
2009年3月24日	6.8295	6.8316	6.8321	6.8259	-0.06%
2009年3月23日	6.8338	6.8257	6.8388	6.8257	0.09%
2009年3月20日	6.8277	6.8251	6.8300	6.8208	0.05%
2009年3月19日	6.8245	6.8351	6.8384	6.8245	-0.15%
2009年3月18日	6.8348	6.8351	6.8380	6.8287	-0.03%
2009年3月17日	6.8371	6.8367	6.8381	6.8306	-0.02%
2009年3月16日	6.8383	6.8377	6.8391	6.8353	0.00%
2009年3月13日	6.8382	6.8371	6.8390	6.8361	-0.01%
2009年3月12日	6.8388	6.8390	6.8430	6.8375	-0.02%
2009年3月11日	6.8404	6.8380	6.8437	6.8379	-0.01%
2009年3月10日	6.8414	6.8396	6.8415	6.8304	0.01%
2009年3月9日	6.8405	6.8377	6.8423	6.8336	0.01%
2009年3月6日	6.8400	6.8395	6.8423	6.8306	-0.01%
2009年3月5日	6.8408	6.8413	6.8422	6.8308	-0.04%
2009年3月4日	6.8434	6.8396	6.8443	6.8337	0.03%
2009年3月3日	6.8414	6.8411	6.8464	6.8329	-0.04%
2009年3月2日	6.8440	6.8383	6.8460	6.8331	0.06%
2009年2月27日	6.8396	6.8381	6.8410	6.8317	0.04%
2009年2月26日	6.8366	6.8358	6.8422	6.8304	-0.01%
2009年2月25日	6.8374	6.8335	6.8393	6.8325	0.00%
2009年2月24日	6.8373	6.8370	6.8408	6.8348	0.02%
2009年2月23日	6.8360	6.8335	6.8402	6.8285	-0.02%
